"femaDeclarationString","disasterNumber","state","declarationType","declarationDate","fyDeclared","incidentType","declarationTitle","ihProgramDeclared","iaProgramDeclared","paProgramDeclared","hmProgramDeclared","incidentBeginDate","incidentEndDate","disasterCloseoutDate","tribalRequest","fipsStateCode","fipsCountyCode","placeCode","designatedArea","declarationRequestNumber","lastIAFilingDate","lastRefresh.x","hash.x","id.x","totalNumberIaApproved","totalAmountIhpApproved","totalAmountHaApproved","totalAmountOnaApproved","totalObligatedAmountPa","totalObligatedAmountCatAb","totalObligatedAmountCatC2g","paLoadDate","iaLoadDate","totalObligatedAmountHmgp","hash.y","lastRefresh.y","id.y"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,45,99045,"Mason (County)",20108,"","2023-05-22T03:41:22.800Z","f671af2d560a456fa834fab154fda56b063af059","dfac65ac-9c98-4241-9d21-e0e53160a16b",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,49,99049,"Pacific (County)",20108,"","2023-05-22T03:41:22.800Z","4901de7ef3f0226f84447641ecd1220f4e15e32f","c1adcd9a-957c-40b1-bc7c-998583016f0a",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,55,99055,"San Juan (County)",20108,"","2023-05-22T03:41:22.800Z","1bc3bbb48b93422c1e85982c361ad5e717783a26","7c4c2329-c9f8-466a-a60d-6f03bd25b11d",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,57,99057,"Skagit (County)",20108,"","2023-05-22T03:41:22.800Z","7c82b1c12a7344f5dcb329b3267de553dd3a05b5","2e72df3d-aa3b-4a6a-868c-ca2a1ee12055",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,61,99061,"Snohomish (County)",20108,"","2023-05-22T03:41:22.800Z","964ddc1afd81037d3d28e3936578647725a5e2b2","45f650c8-dc61-4b36-b1f2-e695d0930c99",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,67,99067,"Thurston (County)",20108,"","2023-05-22T03:41:22.800Z","3a3363700079ee2b3c9651a695e3e80d6fa274e4","a9acea26-ef9b-46a9-bdc9-0e850fb0beea",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,69,99069,"Wahkiakum (County)",20108,"","2023-05-22T03:41:22.800Z","ff8eca03c4718c7bb4c94b1cbc670ff3c0c6da2b","6b53e559-6d46-46f0-9326-11d7c8745128",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,71,99071,"Walla Walla (County)",20108,"","2023-05-22T03:41:22.800Z","e6da39dc78ea5ccc51e7c9585b6152e405eb2f8d","792e7900-a495-433b-a634-4ffbcd655821",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4539-WA",4539,"WA","DR","2020-04-23T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-01-20T00:00:00.000Z","2020-02-10T00:00:00.000Z","",0,53,73,99073,"Whatcom (County)",20108,"","2023-05-22T03:41:22.800Z","a5ac5196932995209ccd85b5371d07d21fadd537","acf2842b-5d01-476c-858a-06d49857c641",NA,NA,NA,NA,37304431.1,2740005.33,33748562.56,"2023-10-30T00:00:00.000Z","",4741267.5,"cdae671283bc7ae6e12830daf5da22454ea0a231","2023-10-30T04:22:46.792Z","abc60040-1daa-473d-acb7-10fd38a89326"
"DR-4519-OR",4519,"OR","DR","2020-04-03T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-02-05T00:00:00.000Z","2020-02-09T00:00:00.000Z","",0,41,61,99061,"Union (County)",20142,"2020-07-02T00:00:00.000Z","2023-05-22T03:41:22.800Z","7ea27598a8cee04cc347861cced239c41790fe84","dc00ba43-7fc0-4b1d-97dd-14a9a583e9e1",165,2242253.35,2069844.91,172408.44,5211308.74,436586.61,4224689.69,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",2818297,"de4977dc55d2cade2db3e1a600c619c5e30639d4","2023-10-30T05:22:57.890Z","0a7de0d8-59d1-40df-95e7-d2a50e2d6d08"
"DR-4519-OR",4519,"OR","DR","2020-04-03T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2020-02-05T00:00:00.000Z","2020-02-09T00:00:00.000Z","",0,41,63,99063,"Wallowa (County)",20142,"2020-07-02T00:00:00.000Z","2023-05-22T03:41:22.800Z","9728189df0194008a822d1e90e44b962974db90d","78e2dbb9-b6aa-4e28-92c7-dc82b64c2133",165,2242253.35,2069844.91,172408.44,5211308.74,436586.61,4224689.69,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",2818297,"de4977dc55d2cade2db3e1a600c619c5e30639d4","2023-10-30T05:22:57.890Z","0a7de0d8-59d1-40df-95e7-d2a50e2d6d08"
"DR-4519-OR",4519,"OR","DR","2020-04-03T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2020-02-05T00:00:00.000Z","2020-02-09T00:00:00.000Z","",0,41,0,75750,"Umatilla Indian Reservation",20142,"2020-07-02T00:00:00.000Z","2023-05-22T03:41:22.800Z","829ac1985d29f111b772ce34b7507f6bc9a14869","39b1255d-97c8-4651-9b6e-1f6755471bb3",165,2242253.35,2069844.91,172408.44,5211308.74,436586.61,4224689.69,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",2818297,"de4977dc55d2cade2db3e1a600c619c5e30639d4","2023-10-30T05:22:57.890Z","0a7de0d8-59d1-40df-95e7-d2a50e2d6d08"
"DR-4519-OR",4519,"OR","DR","2020-04-03T00:00:00.000Z",2020,"Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2020-02-05T00:00:00.000Z","2020-02-09T00:00:00.000Z","",0,41,59,99059,"Umatilla (County)",20142,"2020-07-02T00:00:00.000Z","2023-05-22T03:41:22.800Z","fc8235276dbd5fe345a8b319feca1b59f9b4f0c2","17a39b8c-5cf1-4da6-b404-71c3ad79def1",165,2242253.35,2069844.91,172408.44,5211308.74,436586.61,4224689.69,"2023-10-30T00:00:00.000Z","2023-10-30T00:00:00.000Z",2818297,"de4977dc55d2cade2db3e1a600c619c5e30639d4","2023-10-30T05:22:57.890Z","0a7de0d8-59d1-40df-95e7-d2a50e2d6d08"
"DR-4477-WI",4477,"WI","DR","2020-03-11T00:00:00.000Z",2020,"Flood","SEVERE WINTER STORM AND FLOODING",0,0,1,1,"2020-01-10T00:00:00.000Z","2020-01-12T00:00:00.000Z","",0,55,59,99059,"Kenosha (County)",20011,"","2023-05-22T03:41:22.800Z","47455d8492500baa1d740cf6a3302afbff9e9d75","98e61a3b-760b-4e34-ae96-c76dab79ee77",NA,NA,NA,NA,5393346.7,273501.98,4325060.37,"2023-10-30T00:00:00.000Z","",914831.3,"9a1fb5f9b3d70011041847899da8eb411836152d","2023-10-30T04:22:46.792Z","8a10fd0a-1bb2-43f2-bca2-3302c9be229c"
"DR-4477-WI",4477,"WI","DR","2020-03-11T00:00:00.000Z",2020,"Flood","SEVERE WINTER STORM AND FLOODING",0,0,1,1,"2020-01-10T00:00:00.000Z","2020-01-12T00:00:00.000Z","",0,55,79,99079,"Milwaukee (County)",20011,"","2023-05-22T03:41:22.800Z","5a1cdfad675f09042864ff555ec3975ec3287840","77d2822d-c10f-4d7f-a0ec-ae1db97ef441",NA,NA,NA,NA,5393346.7,273501.98,4325060.37,"2023-10-30T00:00:00.000Z","",914831.3,"9a1fb5f9b3d70011041847899da8eb411836152d","2023-10-30T04:22:46.792Z","8a10fd0a-1bb2-43f2-bca2-3302c9be229c"
"DR-4477-WI",4477,"WI","DR","2020-03-11T00:00:00.000Z",2020,"Flood","SEVERE WINTER STORM AND FLOODING",0,0,1,1,"2020-01-10T00:00:00.000Z","2020-01-12T00:00:00.000Z","",0,55,101,99101,"Racine (County)",20011,"","2023-05-22T03:41:22.800Z","df15e31fb03ac20f69a4ecef6d23cbbc9dc70722","93dbbb8b-ec8b-441e-9397-7eb44bf57a0c",NA,NA,NA,NA,5393346.7,273501.98,4325060.37,"2023-10-30T00:00:00.000Z","",914831.3,"9a1fb5f9b3d70011041847899da8eb411836152d","2023-10-30T04:22:46.792Z","8a10fd0a-1bb2-43f2-bca2-3302c9be229c"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,3,99003,"Barnes (County)",19106,"","2023-05-22T03:41:22.800Z","a6081f40e43e2d53199528368d07dca535723e34","c6af98b2-a7fc-4b63-b7a9-8b96fbc8837b",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,21,99021,"Dickey (County)",19106,"","2023-05-22T03:41:22.800Z","140081e519031f62b7b3f12e7d14855d34192174","55219b19-2b01-4b73-abf6-5c049ac0ebbe",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,27,99027,"Eddy (County)",19106,"","2023-05-22T03:41:22.800Z","9c93615481266c74da5ae8da37a37ae66e794325","2e4d51cc-600b-46b1-bfdb-3b0eecaa5c7a",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,29,99029,"Emmons (County)",19106,"","2023-05-22T03:41:22.800Z","1141a84847f91ba4db81e07c62547cb80ab9de3c","71d79455-4b3b-4968-8cc7-e3e8789e16ca",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,31,99031,"Foster (County)",19106,"","2023-05-22T03:41:22.800Z","5ceac6c4064dc47ce70c87f0c543d5cdae58b946","e5c2bed5-d13a-4185-adf7-2e4fdf0f377a",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,35,99035,"Grand Forks (County)",19106,"","2023-05-22T03:41:22.800Z","e24a296e64b1781ac93ac82a267d5d732666ec73","6c81157e-63ec-41cb-a725-23ddbc99df60",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,39,99039,"Griggs (County)",19106,"","2023-05-22T03:41:22.800Z","7bb0fd00e0104ac6ab8d8c7dcd1bfa8736a59c04","182baf93-0998-4119-a09c-82f618fb8b12",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,43,99043,"Kidder (County)",19106,"","2023-05-22T03:41:22.800Z","94274b2379dd5708d881e4443310ce258edf21d5","bd6198f7-18fc-4a55-aacb-3947f684452a",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,45,99045,"LaMoure (County)",19106,"","2023-05-22T03:41:22.800Z","20976b11ab8171342b1af1b9970aab8e45f94aa5","53176222-4477-478d-8bf4-bc56dc206bbc",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,47,99047,"Logan (County)",19106,"","2023-05-22T03:41:22.800Z","c603c083addee5d3cd3d80a6713dedd3b252a8d9","803ae819-d9a9-4a6e-bf2d-9946cb5d4178",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,61,99061,"Mountrail (County)",19106,"","2023-05-22T03:41:22.800Z","77c98619cd27bb7f434e0f3ea09d2df1d1f34274","090c6e93-13f7-4f08-bb3d-6ddc3104c3d8",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,63,99063,"Nelson (County)",19106,"","2023-05-22T03:41:22.800Z","d4ed6f52a01a7b5530fb69cc791b92a1a2807611","76d9b7eb-7d58-4d1b-b12a-b6def8cc78aa",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,81,99081,"Sargent (County)",19106,"","2023-05-22T03:41:22.800Z","25798fc177a8037e57c25e22e7ae2f977e67e477","25745f9c-9c28-4010-90f2-4636a05ba6bf",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,83,99083,"Sheridan (County)",19106,"","2023-05-22T03:41:22.800Z","0949998815ae039b4f8904e51b708726f53167d4","f827abb7-a14b-483c-bddc-48458e3d195e",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,93,99093,"Stutsman (County)",19106,"","2023-05-22T03:41:22.800Z","84dadd304d46ec56d07143675d1347b5a53132da","8a7e5bc9-7b9a-4d8b-b644-8816dfccf8a5",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,97,99097,"Traill (County)",19106,"","2023-05-22T03:41:22.800Z","a7573debc248410f52e891b2db31c2c84ed5a346","41599ca5-5692-4964-b724-b68dff7e6e34",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,99,99099,"Walsh (County)",19106,"","2023-05-22T03:41:22.800Z","90728b75ff67954c71483d92476f73b89ac98306","7fad4f80-527c-4aeb-b141-b59b1878e82f",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4475-ND",4475,"ND","DR","2020-01-21T00:00:00.000Z",2020,"Flood","FLOODING",0,0,1,1,"2019-10-09T00:00:00.000Z","2019-10-26T00:00:00.000Z","",0,38,103,99103,"Wells (County)",19106,"","2023-05-22T03:41:22.800Z","71bc2abe4e8079f7111c7fbf024a0b6880e7912b","a8e7df82-9f9b-415d-8ac8-d39a9e47b338",NA,NA,NA,NA,12873605.7,1668346.47,9945773.69,"2023-10-30T00:00:00.000Z","",1954223.71,"25e2959786f59e28a1e229da7a287a66ab3055f5","2023-10-30T04:22:46.792Z","1c1982af-a419-4029-866f-fb4e88f36966"
"DR-4466-TX",4466,"TX","DR","2019-10-04T00:00:00.000Z",2020,"Flood","TROPICAL STORM IMELDA",1,0,0,1,"2019-09-17T00:00:00.000Z","2019-09-23T00:00:00.000Z","",0,48,71,99071,"Chambers (County)",19083,"2019-12-03T00:00:00.000Z","2023-05-22T03:41:22.800Z","7470570cd82474438b54dbffcf5be514c634441f","a006d427-bc5c-4e9e-8c66-72900e59184c",11222,69599384.85,57691078.98,11908305.87,NA,NA,NA,"","2023-10-30T00:00:00.000Z",5211741.3,"3aed6a38deb274dbf6131462622993cbfd495887","2023-10-30T05:22:57.890Z","d1c8c32c-90f7-458e-bfbf-ccea820c80a3"
"DR-4466-TX",4466,"TX","DR","2019-10-04T00:00:00.000Z",2020,"Flood","TROPICAL STORM IMELDA",1,0,0,1,"2019-09-17T00:00:00.000Z","2019-09-23T00:00:00.000Z","",0,48,201,99201,"Harris (County)",19083,"2019-12-03T00:00:00.000Z","2023-05-22T03:41:22.800Z","51909d59b879394ebda4b3ec134e72cfe81df69f","052aabd3-e879-4932-886a-704499c8ad8c",11222,69599384.85,57691078.98,11908305.87,NA,NA,NA,"","2023-10-30T00:00:00.000Z",5211741.3,"3aed6a38deb274dbf6131462622993cbfd495887","2023-10-30T05:22:57.890Z","d1c8c32c-90f7-458e-bfbf-ccea820c80a3"
"DR-4466-TX",4466,"TX","DR","2019-10-04T00:00:00.000Z",2020,"Flood","TROPICAL STORM IMELDA",1,0,0,1,"2019-09-17T00:00:00.000Z","2019-09-23T00:00:00.000Z","",0,48,245,99245,"Jefferson (County)",19083,"2019-12-03T00:00:00.000Z","2023-05-22T03:41:22.800Z","f209ae6e227db656e40b4cf8c4e94ab6ebac57c3","2717c3d3-8533-4540-b817-9b841b1b9579",11222,69599384.85,57691078.98,11908305.87,NA,NA,NA,"","2023-10-30T00:00:00.000Z",5211741.3,"3aed6a38deb274dbf6131462622993cbfd495887","2023-10-30T05:22:57.890Z","d1c8c32c-90f7-458e-bfbf-ccea820c80a3"
"DR-4466-TX",4466,"TX","DR","2019-10-04T00:00:00.000Z",2020,"Flood","TROPICAL STORM IMELDA",1,0,0,1,"2019-09-17T00:00:00.000Z","2019-09-23T00:00:00.000Z","",0,48,291,99291,"Liberty (County)",19083,"2019-12-03T00:00:00.000Z","2023-05-22T03:41:22.800Z","29b089ac72cc410ca5f9e1297d813bcd46bcb096","043cfebe-b8c7-4979-8694-9c571d437310",11222,69599384.85,57691078.98,11908305.87,NA,NA,NA,"","2023-10-30T00:00:00.000Z",5211741.3,"3aed6a38deb274dbf6131462622993cbfd495887","2023-10-30T05:22:57.890Z","d1c8c32c-90f7-458e-bfbf-ccea820c80a3"
"DR-4466-TX",4466,"TX","DR","2019-10-04T00:00:00.000Z",2020,"Flood","TROPICAL STORM IMELDA",1,0,0,1,"2019-09-17T00:00:00.000Z","2019-09-23T00:00:00.000Z","",0,48,339,99339,"Montgomery (County)",19083,"2019-12-03T00:00:00.000Z","2023-05-22T03:41:22.800Z","36fb0f0e7573f8d3a3b0388028dff0ceae86a393","55b511ae-4d0c-4825-8a94-8e8a68d1af72",11222,69599384.85,57691078.98,11908305.87,NA,NA,NA,"","2023-10-30T00:00:00.000Z",5211741.3,"3aed6a38deb274dbf6131462622993cbfd495887","2023-10-30T05:22:57.890Z","d1c8c32c-90f7-458e-bfbf-ccea820c80a3"
"DR-4466-TX",4466,"TX","DR","2019-10-04T00:00:00.000Z",2020,"Flood","TROPICAL STORM IMELDA",1,0,0,1,"2019-09-17T00:00:00.000Z","2019-09-23T00:00:00.000Z","",0,48,361,99361,"Orange (County)",19083,"2019-12-03T00:00:00.000Z","2023-05-22T03:41:22.800Z","9ac9958b2c888825235933752a1e6cb14c0fd223","f9720150-140a-4940-a137-db0516c456f7",11222,69599384.85,57691078.98,11908305.87,NA,NA,NA,"","2023-10-30T00:00:00.000Z",5211741.3,"3aed6a38deb274dbf6131462622993cbfd495887","2023-10-30T05:22:57.890Z","d1c8c32c-90f7-458e-bfbf-ccea820c80a3"
"DR-4466-TX",4466,"TX","DR","2019-10-04T00:00:00.000Z",2020,"Flood","TROPICAL STORM IMELDA",1,0,0,1,"2019-09-17T00:00:00.000Z","2019-09-23T00:00:00.000Z","",0,48,407,99407,"San Jacinto (County)",19083,"2019-12-03T00:00:00.000Z","2023-05-22T03:41:22.800Z","0812e572f15e79a6cf066c5c2f7b35882a0d6b2f","515a9f77-bbe2-4acb-8b86-56288dcde775",11222,69599384.85,57691078.98,11908305.87,NA,NA,NA,"","2023-10-30T00:00:00.000Z",5211741.3,"3aed6a38deb274dbf6131462622993cbfd495887","2023-10-30T05:22:57.890Z","d1c8c32c-90f7-458e-bfbf-ccea820c80a3"
